user_org_id	user_id	doc_ids
2	10091	511d030d-d7e2-4679-b6d5-2a7a0703c76d,a2176b7e-dfbb-46a9-87d7-3cbd3049daa4,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10115	511d030d-d7e2-4679-b6d5-2a7a0703c76d,6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,9d4d2ded-2493-4664-abd9-9b8b7b40a876
2	10087	39d3681d-dcfc-46c5-9326-e37bef9fe151,511d030d-d7e2-4679-b6d5-2a7a0703c76d
2	10092	511d030d-d7e2-4679-b6d5-2a7a0703c76d,9d04aac6-e465-43c8-8308-5c44a9c5de82,9d4d2ded-2493-4664-abd9-9b8b7b40a876,9f7d8766-810c-43c3-ad68-1caa6e785574
2	10066	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,39d3681d-dcfc-46c5-9326-e37bef9fe151,511d030d-d7e2-4679-b6d5-2a7a0703c76d,9f7d8766-810c-43c3-ad68-1caa6e785574
2	10108	9f7d8766-810c-43c3-ad68-1caa6e785574,ec8e5427-384a-4cc6-9833-334f3fcffd3a
2	10100	7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd,87c35834-1d63-4f1d-9f5c-184202cb63c4,9f7d8766-810c-43c3-ad68-1caa6e785574,bdf5c87d-9463-415e-b369-2057477ea43a,ec8e5427-384a-4cc6-9833-334f3fcffd3a
2	10063	a2ee97da-e150-48b6-a862-a7f09a8739b4,c75c87bf-7d75-4a99-a15b-cc768ccc7d09,ec8e5427-384a-4cc6-9833-334f3fcffd3a
2	10106	0b7092b8-a335-4598-accf-5c43a0b2aae5,1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,39d3681d-dcfc-46c5-9326-e37bef9fe151,a2176b7e-dfbb-46a9-87d7-3cbd3049daa4,ec8e5427-384a-4cc6-9833-334f3fcffd3a,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10112	9d4d2ded-2493-4664-abd9-9b8b7b40a876,9f7d8766-810c-43c3-ad68-1caa6e785574,ec8e5427-384a-4cc6-9833-334f3fcffd3a
2	10083	9d04aac6-e465-43c8-8308-5c44a9c5de82,bdf5c87d-9463-415e-b369-2057477ea43a,ec8e5427-384a-4cc6-9833-334f3fcffd3a
2	10075	6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,9d04aac6-e465-43c8-8308-5c44a9c5de82
2	10109	6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,9f7d8766-810c-43c3-ad68-1caa6e785574,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10116	50ddfafb-0ac7-4760-b15e-22e659c86f31,6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10093	3fea907f-903e-4fad-b994-3a00123859aa,50ddfafb-0ac7-4760-b15e-22e659c86f31,6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd
2	10107	6710ede2-7cc1-4d52-aa0a-d1beb451c1fa,a2ee97da-e150-48b6-a862-a7f09a8739b4
2	10088	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd
2	10079	39d3681d-dcfc-46c5-9326-e37bef9fe151,7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd
2	10076	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,3fea907f-903e-4fad-b994-3a00123859aa,7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd,9d4d2ded-2493-4664-abd9-9b8b7b40a876
2	10071	7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd,a2176b7e-dfbb-46a9-87d7-3cbd3049daa4,a80f2b11-4de9-4606-99d3-2f36169fe6eb
2	10110	0b7092b8-a335-4598-accf-5c43a0b2aae5,3fea907f-903e-4fad-b994-3a00123859aa,7a8d25dc-ce6b-4e0b-ab93-8c1f89a604cd,87c35834-1d63-4f1d-9f5c-184202cb63c4
2	10099	50ddfafb-0ac7-4760-b15e-22e659c86f31,87c35834-1d63-4f1d-9f5c-184202cb63c4,a80f2b11-4de9-4606-99d3-2f36169fe6eb,bdf5c87d-9463-415e-b369-2057477ea43a
2	10084	87c35834-1d63-4f1d-9f5c-184202cb63c4,9d04aac6-e465-43c8-8308-5c44a9c5de82,bdf5c87d-9463-415e-b369-2057477ea43a
2	10095	0b7092b8-a335-4598-accf-5c43a0b2aae5,9d04aac6-e465-43c8-8308-5c44a9c5de82,a2176b7e-dfbb-46a9-87d7-3cbd3049daa4,bdf5c87d-9463-415e-b369-2057477ea43a
2	10094	bdf5c87d-9463-415e-b369-2057477ea43a
2	10086	0b7092b8-a335-4598-accf-5c43a0b2aae5,bdf5c87d-9463-415e-b369-2057477ea43a
2	10097	87c35834-1d63-4f1d-9f5c-184202cb63c4,9d04aac6-e465-43c8-8308-5c44a9c5de82,9f7d8766-810c-43c3-ad68-1caa6e785574
2	10078	9d04aac6-e465-43c8-8308-5c44a9c5de82
2	10069	a80f2b11-4de9-4606-99d3-2f36169fe6eb,c75c87bf-7d75-4a99-a15b-cc768ccc7d09
2	10105	abd18b89-4869-474f-9a9e-0b6b62a0629d,c75c87bf-7d75-4a99-a15b-cc768ccc7d09
2	10117	abd18b89-4869-474f-9a9e-0b6b62a0629d,c75c87bf-7d75-4a99-a15b-cc768ccc7d09
2	10082	c75c87bf-7d75-4a99-a15b-cc768ccc7d09,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10070	3fea907f-903e-4fad-b994-3a00123859aa,c75c87bf-7d75-4a99-a15b-cc768ccc7d09
2	10103	a2176b7e-dfbb-46a9-87d7-3cbd3049daa4
2	10085	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,3fea907f-903e-4fad-b994-3a00123859aa,50ddfafb-0ac7-4760-b15e-22e659c86f31,a2176b7e-dfbb-46a9-87d7-3cbd3049daa4,a2ee97da-e150-48b6-a862-a7f09a8739b4,a80f2b11-4de9-4606-99d3-2f36169fe6eb
2	10068	f058ca77-72bc-4ef5-954c-dec2794888e0
2	10113	a2ee97da-e150-48b6-a862-a7f09a8739b4,f058ca77-72bc-4ef5-954c-dec2794888e0
2	10074	0b7092b8-a335-4598-accf-5c43a0b2aae5
2	10118	0b7092b8-a335-4598-accf-5c43a0b2aae5
2	10077	0b7092b8-a335-4598-accf-5c43a0b2aae5
2	10101	50ddfafb-0ac7-4760-b15e-22e659c86f31,a80f2b11-4de9-4606-99d3-2f36169fe6eb
2	10114	3fea907f-903e-4fad-b994-3a00123859aa,50ddfafb-0ac7-4760-b15e-22e659c86f31,abd18b89-4869-474f-9a9e-0b6b62a0629d
2	10089	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,39d3681d-dcfc-46c5-9326-e37bef9fe151,50ddfafb-0ac7-4760-b15e-22e659c86f31,a2ee97da-e150-48b6-a862-a7f09a8739b4
2	10064	9d4d2ded-2493-4664-abd9-9b8b7b40a876,abd18b89-4869-474f-9a9e-0b6b62a0629d
2	10104	9d4d2ded-2493-4664-abd9-9b8b7b40a876,a80f2b11-4de9-4606-99d3-2f36169fe6eb
2	10090	39d3681d-dcfc-46c5-9326-e37bef9fe151,87c35834-1d63-4f1d-9f5c-184202cb63c4
2	10073	1b3ac8f0-803a-4c2e-b2f0-87c64b67c3f3,39d3681d-dcfc-46c5-9326-e37bef9fe151
2	10081	abd18b89-4869-474f-9a9e-0b6b62a0629d
2	10072	abd18b89-4869-474f-9a9e-0b6b62a0629d
2	10096	3fea907f-903e-4fad-b994-3a00123859aa,abd18b89-4869-474f-9a9e-0b6b62a0629d
2	10102	a2ee97da-e150-48b6-a862-a7f09a8739b4
2	10065	a80f2b11-4de9-4606-99d3-2f36169fe6eb
